question_id,answer_id,question_text,question_score,pmid,pmtitle
78304,78319,How can the leakage of mitochondrial protons generate heat?,3,25390014,Brown adipose tissue and thermogenesis.
78304,78319,How can the leakage of mitochondrial protons generate heat?,3,9597749,"The uncoupling protein, thermogenin."
78304,78319,How can the leakage of mitochondrial protons generate heat?,3,28057583,The molecular features of uncoupling protein 1 support a conventional mitochondrial carrier-like mechanism.
78306,78309,Chemistry of phosphodiester bond formation by DNA polymerase,3,20079883,The kinetic and chemical mechanism of high-fidelity DNA polymerases.
78477,78479,When does protein folding begin?,3,22194581,The ribosome modulates nascent protein folding.
78477,81010,When does protein folding begin?,3,17646290,Cotranslational protein folding--fact or fiction?
79172,79176,What is the maximum electric potential that can occur in the human body?,3,3613802,Mechanisms of endocochlear potential generation by stria vascularis.
79172,79246,What is the maximum electric potential that can occur in the human body?,3,22495585,Quantitative measurement of mitochondrial membrane potential in cultured cells: calcium-induced de- and hyperpolarization of neuronal mitochondria.
79304,79310,Highest bite force of a wolf?,3,29755988,Bite Forces and Their Measurement in Dogs and Cats.
79304,79310,Highest bite force of a wolf?,3,15817436,Bite club: comparative bite force in big biting mammals and the prediction of predatory behaviour in fossil taxa.
80457,80465,Where does the additional 1 proton cost of oxidative phosphorylation come from?,3,17116,H+/ATP ratio during ATP hydrolysis by mitochondria: modification of the chemiosmotic theory.
80457,80465,Where does the additional 1 proton cost of oxidative phosphorylation come from?,3,12554643,H+/ATP ratio of proton transport-coupled ATP synthesis and hydrolysis catalysed by CF0F1-liposomes.
80457,80465,Where does the additional 1 proton cost of oxidative phosphorylation come from?,3,29748256,"Structure, mechanism, and regulation of the chloroplast ATP synthase."
80634,80651,"What is the evolutionary relationship between heme, chlorophyll and other tetrapyrroles?",3,22575458,One ring to rule them all: trafficking of heme and heme synthesis intermediates in the metazoans.
80634,80850,"What is the evolutionary relationship between heme, chlorophyll and other tetrapyrroles?",3,20532744,The tetrapyrrole biosynthetic pathway and its regulation in Rhodobacter capsulatus.
81026,81036,Identification of a small flat bug,3,15815109,"[The pigeon tick, Argas reflexus, and hazard for human health]."
81163,85474,Air bubble in addled egg,3,3298530,Pores and gas exchange of avian eggs: a review.
81163,85474,Air bubble in addled egg,3,19285150,Gas exchange in avian embryos and hatchlings.
81163,85474,Air bubble in addled egg,3,15696681,Reduced oxygen diffusion across the shell of Gray gull (Larus modestus) eggs.
81916,81923,"If a bacterium had a protein on its surface that humans also have, would it cause an autoimmune disease?",3,30541895,
81916,81923,"If a bacterium had a protein on its surface that humans also have, would it cause an autoimmune disease?",3,25962509,Autoantigen cross-reactive environmental antigen can trigger multiple sclerosis-like disease.
81976,82730,Reaction of the body to heat,3,20522732,Local thermal control of the human cutaneous circulation.
82062,82065,Why do high cholesterol levels result in a buildup of fat in blood vessels?,3,3513311,
82345,86653,How does the nucleophilic attack in DNA replication occur?,3,9440683,
82345,86653,How does the nucleophilic attack in DNA replication occur?,3,16600865,Making and breaking nucleic acids: two-Mg2+-ion catalysis and substrate specificity.
82421,82608,Tiny white very hard cell bug! Please help to identify!,3,28969777,"A review of the biology, ecology, and control of the northern fowl mite, Ornithonyssus sylviarum (Acari: Macronyssidae)."
82444,82455,Why did translation develop a specific codon for initiation?,3,19239894,The many pathways of RNA degradation.
82871,82884,What is the meaning of expansion of T cells?,3,28236305,Autologous lymphapheresis for the production of chimeric antigen receptor T cells.
84409,84429,Can endometriosis be considered a form of cancer?,3,29108226,
84409,84429,Can endometriosis be considered a form of cancer?,3,21693775,Novel therapies targeting endometriosis.
84571,84650,Liquid that comes out raw mangoes,3,19882022,
85059,85134,Limitations of the Self-Incompatibility Mechanism in Plants,3,30445779,Identification of Self-Incompatibility Alleles by Specific PCR Analysis and <i>S-RNase</i> Sequencing in Apricot.
85246,85288,Why is wound contraction very slow?,3,17435785,Keratinocyte-fibroblast interactions in wound healing.
85258,85358,What differentiates neurons in different parts of the brain?,3,24486420,GABAergic cell type diversity in the basolateral amygdala.
85408,85424,what will be the effect of cockroach bite?,3,26559671,Fast and Powerful: Biomechanics and Bite Forces of the Mandibles in the American Cockroach Periplaneta americana.
85408,85424,what will be the effect of cockroach bite?,3,16767312,Profile of antimicrobial resistance of bacteria isolated from cockroaches (Periplaneta americana) in a Brazilian health care institution.
85455,85456,How long can Legionella survive at 60&#176;C?,3,22820326,"Effects of disinfection on Legionella spp., eukarya, and biofilms in a hot water system."
85455,85456,How long can Legionella survive at 60&#176;C?,3,28769899,<i>Legionella</i> Persistence in Manufactured Water Systems: Pasteurization Potentially Selecting for Thermal Tolerance.
85508,85707,When something &quot;smells moldy&quot; what are we really smelling?,3,19204852,Microbial volatile organic compounds.
86264,86268,Why is it thought that protein folding is determined solely by amino acid sequence?,3,12475926,Attraction within the membrane. Forces behind transmembrane protein folding and supramolecular complex assembly.
86264,86268,Why is it thought that protein folding is determined solely by amino acid sequence?,3,21778060,Multiple ways to make disulfides.
86425,89555,What makes synaptic vesicle release probabilistic?,3,21423521,Synaptic vesicle pools: an update.
87789,87800,Example of a virus becoming symbiotic with an organism,3,11237011,Initial sequencing and analysis of the human genome.
87789,87800,Example of a virus becoming symbiotic with an organism,3,10693809,Syncytin is a captive retroviral envelope protein involved in human placental morphogenesis.
87789,87800,Example of a virus becoming symbiotic with an organism,3,22901809,Prophage excision activates Listeria competence genes that promote phagosomal escape and virulence.
87789,89246,Example of a virus becoming symbiotic with an organism,3,20033091,
87789,89246,Example of a virus becoming symbiotic with an organism,3,28728099,Endogenous viruses of parasitic wasps: variations on a common theme.
87789,89246,Example of a virus becoming symbiotic with an organism,3,19460382,Polydnavirus hidden face: the genes producing virus particles of parasitic wasps.
88062,88064,Why are protein-coding regions rich in GC?,3,24337295,Exonic transcription factor binding directs codon choice and affects protein evolution.
88071,88240,Can undigested food proteins enter the bloodstream?,3,23695511,Microfold (M) cells: important immunosurveillance posts in the intestinal epithelium.
88316,88322,How does the body make sure that Vasoactive Intestinal Protein reaches only the target tissue?,3,11121793,Vasoactive intestinal peptide: cardiovascular effects.
88316,88322,How does the body make sure that Vasoactive Intestinal Protein reaches only the target tissue?,3,3291698,Vasoactive intestinal peptide and renin secretion.
88316,88322,How does the body make sure that Vasoactive Intestinal Protein reaches only the target tissue?,3,3837859,Antidipsogenic action of vasoactive intestinal peptide in the rat.
88344,88348,What is meant by Physarum polycephalum having 720 sexes?,3,1168600,
88483,88526,Why do red muscle fibres have more mitochondria than white muscle fibre but less ATP than White muscle fibres?,3,21289287,Protein composition and function of red and white skeletal muscle mitochondria.
88501,88599,Confirmation of organoid&#39;s character with the respective organ,3,19329995,Single Lgr5 stem cells build crypt-villus structures in vitro without a mesenchymal niche.
88810,88817,Can a bacterium express a virulence gene and not produce toxins and what may be the cause of this?,3,28954396,Characterization of Post-Translational Modifications and Cytotoxic Properties of the Adenylate-Cyclase Hemolysin Produced by Various Bordetella pertussis and Bordetella parapertussis Isolates.
88810,88817,Can a bacterium express a virulence gene and not produce toxins and what may be the cause of this?,3,20009504,Translational control of bacterial heat shock and virulence genes by temperature-sensing mRNAs.
88842,88859,How does coffee cause calcium loss in our body?,3,12204390,Effects of caffeine on bone and the calcium economy.
88842,88859,How does coffee cause calcium loss in our body?,3,27482522,The Association between Coffee Consumption and Bone Status in Young Adult Males according to Calcium Intake Level.
89333,89334,"Where do the Ca ions that causes neurotransmitter release from synaptic bouton, come from?",3,19932743,Calcium-induced calcium release contributes to synaptic release from mouse rod photoreceptors.
89333,89334,"Where do the Ca ions that causes neurotransmitter release from synaptic bouton, come from?",3,15919193,Presynaptic calcium stores and synaptic transmission.
90176,92943,Inhibitory functional connectivity,3,18599026,Functional connectivity of the sensorimotor area in naturally sleeping infants.
90789,90868,Are omeprazole and other members estrogenic and/or antiandrenergic?,3,22862307,Drug-induced gynecomastia: an evidence-based review.
90789,90868,Are omeprazole and other members estrogenic and/or antiandrenergic?,3,7771409,
90286,90296,Do scars generally continue to undergo beneficial changes after maturation?,3,175389,Disruption of healed scars in scurvy -- the result of a disequilibrium in collagen metabolism.
90323,90361,How did the Spanish Flu disappear?,3,30252528,The Mother of All Pandemics Is 100 Years Old (and Going Strong)!
90841,90856,Does a higher body temperature slow the corona virus down?,3,24750692,Bat flight and zoonotic viruses.
90989,91006,Oxygen uptake with gills from water vs lungs from atmosphere,3,15674770,Climate variability and the energetic pathways of evolution: the origin of endothermy in mammals and birds.
91118,92277,Can far-UVC light be safely used as germicide? (help understanding a paper),3,24146947,207-nm UV light - a promising tool for safe low-cost reduction of surgical site infections. I: in vitro studies.
91118,92277,Can far-UVC light be safely used as germicide? (help understanding a paper),3,8062226,Detection of active UV-photoproduct repair in monkey skin in vivo by quantitative immunohistochemistry.
92925,92926,How a person can transmit COVID-19 while his COVID-19 is still in incubation state?,3,16306622,Severe acute respiratory syndrome coronavirus infection of human ciliated airway epithelia: role of ciliated cells in viral spread in the conducting airways of the lungs.
93021,93025,Muller&#39;s ratchet and viruses,3,2247152,Fitness of RNA virus decreased by Muller's ratchet.
93021,93025,Muller&#39;s ratchet and viruses,3,10074121,Drastic fitness loss in human immunodeficiency virus type 1 upon serial bottleneck events.
93021,93025,Muller&#39;s ratchet and viruses,3,8917317,Repeated transfer of small RNA virus populations leading to balanced fitness with infrequent stochastic drift.
93021,93025,Muller&#39;s ratchet and viruses,3,10466803,Effect of population patchiness and migration rates on the adaptation and divergence of vesicular stomatitis virus quasispecies populations.
1181,1195,What are the most important differences between HSP70 and HSP90?,2,14740253,Hsp70 and Hsp90--a relay team for protein folding.
1181,1200,What are the most important differences between HSP70 and HSP90?,2,21123396,Protein folding in the cytoplasm and the heat shock response.
1181,1200,What are the most important differences between HSP70 and HSP90?,2,20965420,The heat shock response: life on the verge of death.
1944,1961,Consensus codon optimization by organism,2,17882154,
1944,1961,Consensus codon optimization by organism,2,21102527,Synonymous but not the same: the causes and consequences of codon bias.
2134,2563,What is the reaction mechanism of dopamine hydroxylase converting dopamine to norepinephrine?,2,14294032,
2134,2563,What is the reaction mechanism of dopamine hydroxylase converting dopamine to norepinephrine?,2,11028916,"New insights into copper monooxygenases and peptide amidation: structure, mechanism and function."
2275,2303,What are the positive and negative effects of insulin on cognitive function?,2,22268397,Executive function and diabetes mellitus--a stone left unturned?
2275,2303,What are the positive and negative effects of insulin on cognitive function?,2,22411248,Neurodegeneration in diabetes mellitus.
2275,2303,What are the positive and negative effects of insulin on cognitive function?,2,11598383,Improving influence of insulin on cognitive functions in humans.
2767,2768,variation in expression accounted for a SNP -- what&#39;s a usual percent?,2,21798870,Allelic heterogeneity and more detailed analyses of known loci explain additional phenotypic variation and reveal complex patterns of association.
2892,3011,What is the &quot;lifecycle&quot; of an average eschar and what types of cells are involved in each stage?,2,17276196,Pathophysiology of acute wound healing.
3442,3443,Ramifications and possibility of a diet consuming exclusively of human semen,2,18854467,
3770,3775,Similarities Between Cells?,2,22955616,An integrated encyclopedia of DNA elements in the human genome.
3770,3775,Similarities Between Cells?,2,23019584,
5103,5114,PGC-1β Sod2 limiters/blockers,2,20647557,Sepsis and glucocorticoids downregulate the expression of the nuclear cofactor PGC-1beta in skeletal muscle.
5352,5370,Action Potential Distribution On Synapses,2,15034555,
5352,5370,Action Potential Distribution On Synapses,2,20484631,Action potentials initiate in the axon initial segment and propagate through axon collaterals reliably in cerebellar Purkinje neurons.
7148,7149,Trigger allergic reaction in non-allergic people?,2,12342487,
7341,7342,Lactose Intolerance,2,16951027,"Lactose intolerance in infants, children, and adolescents."
7341,7342,Lactose Intolerance,2,14616060,Genetics of lactase persistence and lactose intolerance.
7440,7441,How does a thymidine block halt DNA synthesis?,2,14008663,
7572,7617,ChIP-seq and the output of SPP,2,19736561,ChIP-seq: advantages and challenges of a maturing technology.
7686,7688,Effect of zero selection (pressure) on the population health,2,19500875,Relaxed selection in the wild.
7739,7740,How prevalent is Taq polymerase in adding 3&#39; A overhangs to the PCR product?,2,11464915,Universal TA cloning.
7829,7837,Iron deficiency anemia symptoms explanation,2,16635664,The diagnosis and treatment of iron deficiency and its potential relationship to hair loss.
7843,7844,PTMs of proteins via mass spec?,2,18487060,Identification of isomeric N-glycan structures by mass spectrometry with 157 nm laser-induced photofragmentation.
7869,7889,Manipulation of gene expression using VP16 fusion and engrailed fusion to a transcription factor?,2,12297514,The VP16 activation domain interacts with multiple transcriptional components as determined by protein-protein cross-linking in vivo.
7869,7889,Manipulation of gene expression using VP16 fusion and engrailed fusion to a transcription factor?,2,15654739,Structural properties of the promiscuous VP16 activation domain.
7912,24674,Carrying or packaging capacity of SAD B19 dG rabies virus,2,23887178,Design and generation of recombinant rabies virus vectors.
7912,24674,Carrying or packaging capacity of SAD B19 dG rabies virus,2,21867879,New rabies virus variants for monitoring and manipulating activity and gene expression in defined neural circuits.
7924,7925,What type of photosynthesis is performed by phytoplankton?,2,17644625,"C3 and C4 pathways of photosynthetic carbon assimilation in marine diatoms are under genetic, not environmental, control."
8055,8069,What mechanism suppresses melatonin release in humans?,2,10366002,GABA release from suprachiasmatic nucleus terminals is necessary for the light-induced inhibition of nocturnal melatonin release in the rat.
8072,9690,Up to date B cell review,2,19827951,B cell signaling and fate decision.
8072,9690,Up to date B cell review,2,16557260,ITAM-mediated tonic signalling through pre-BCR and BCR complexes.
8072,9690,Up to date B cell review,2,23241902,TLR signaling in B-cell development and activation.
8088,8095,Why it is so difficult to treat leukemia?,2,20657522,Hematopoietic stem cell transplantation for T315I-mutated chronic myelogenous leukemia.
8141,8156,Why do I see an inverted image of an object when I close my eyes?,2,11815664,Two temporal phases of light adaptation in retinal rods.
8327,19820,By what mechanism does elevated homocysteine level cause endothelial dysfunction and damage?,2,17461778,Age-associated perturbations in glutathione synthesis in mouse liver.
8364,8670,What are ways to compare the &quot;costs&quot; and &quot;gains&quot; of food production systems?,2,4816130,
8640,8666,Evolution after the development of sexual reproduction,2,18522915,"Review. Sympatric, parapatric or allopatric: the most important way to classify speciation?"
8667,8678,Prenatal Marketing,2,22640768,The genetic basis of addictive disorders.
8991,8992,What is a pA(2) value?,2,10219974,"Design and models for estimating antagonist potency (pA2, Kd and IC50) following the detection of antagonism observed in the presence of intrinsic activity."
8994,9006,fibroblast cells and fibers,2,9737542,Technical report: Cell thickness measurements by confocal fluorescence microscopy on C3H10T1/2 and V79 cells.
8994,9006,fibroblast cells and fibers,2,16303942,The implications of the upregulation of ICAM-1/VCAM-1 expression of corneal fibroblasts on the pathogenesis of allergic keratopathy.
8994,9006,fibroblast cells and fibers,2,10464130,Regulation of ICAM-1-mediated fibroblast-T cell reciprocal interaction: implications for modulation of gut inflammation.
9110,9117,Can antimicrobial peptides be called antibiotics?,2,1383011,"Magainin 2, a natural antibiotic from frog skin, forms ion channels in lipid bilayer membranes."
9119,19697,Are chromosomes from each parent split between gametes with equal probability (esp. in humans)?,2,8379001,The peculiar journey of a selfish chromosome: mouse t haplotypes and meiotic drive.
9156,9162,Valves in the heart,2,12484622,Giant eustachian valve with echocardiographic appearance of divided right atrium.
9201,9203,A source for leaf architecture of different plant species/genus?,2,12547931,
9201,9203,A source for leaf architecture of different plant species/genus?,2,22247269,The developmental trajectory of leaflet morphology in wild tomato species.
9332,9333,Advantage of being deuterostome,2,8486346,Evolution of the vertebrate genome as reflected in paralogous chromosomal regions in man and the house mouse.
9332,9333,Advantage of being deuterostome,2,19267631,Insights into cyclostome phylogenomics: pre-2R or post-2R.
9337,10561,Do primates other than humans have a consistent sleep schedule?,2,18788649,Sleep architecture in unrestrained rhesus monkeys (Macaca mulatta) synchronized to 24-hour light-dark cycles.
9351,55327,In what animal species is the sex ratio skewed in favour of the fertile female?,2,24899114,Population management of rock hyraxes (Procavia capensis) in residential areas.
9388,9390,Is it really detrimental to humans as a species to reproduce with one&#39;s own first cousin?,2,19834483,The genetics of inbreeding depression.
9388,9390,Is it really detrimental to humans as a species to reproduce with one&#39;s own first cousin?,2,16143014,Population history and its impact on medical genetics in Quebec.
9388,9390,Is it really detrimental to humans as a species to reproduce with one&#39;s own first cousin?,2,15516842,Ashkenazi Jewish genetic disorders.
9388,9390,Is it really detrimental to humans as a species to reproduce with one&#39;s own first cousin?,2,30663828,
9662,17896,Do people with colorblindness have less cones or no cones of a certain type?,2,2635482,The density of cones in the fovea centralis of the human dichromat.
9662,17896,Do people with colorblindness have less cones or no cones of a certain type?,2,20854834,Color-deficient cone mosaics associated with Xq28 opsin mutations: a stop codon versus gene deletions.
9662,17896,Do people with colorblindness have less cones or no cones of a certain type?,2,15148406,Functional photoreceptor loss revealed with adaptive optics: an alternate cause of color blindness.
9681,9697,What decides the position of the node of Ranvier?,2,12385864,Regulation of oligodendrocyte development in the vertebrate CNS.
9769,9773,Material on the analysis of (micro)array data,2,15474586,
9769,9773,Material on the analysis of (micro)array data,2,17051302,Computational approaches to analysis of DNA microarray data.
9769,9773,Material on the analysis of (micro)array data,2,28769120,Interferon-gamma released from omental adipose tissue of insulin-resistant humans alters adipocyte phenotype and impairs response to insulin and adiponectin release.
9916,9935,Factor causing Methicilin-resistance in MRSA?,2,23796532,"The differential detection of methicillin-resistant, methicillin-susceptible and borderline oxacillin-resistant Staphylococcus aureus by surface plasmon resonance."
9916,9935,Factor causing Methicilin-resistance in MRSA?,2,2261916,Detection of borderline oxacillin-resistant Staphylococcus aureus and differentiation from methicillin-resistant strains.
9916,9935,Factor causing Methicilin-resistance in MRSA?,2,7294764,Altered penicillin-binding proteins in methicillin-resistant strains of Staphylococcus aureus.
9916,9935,Factor causing Methicilin-resistance in MRSA?,2,3069195,Methicillin-resistant staphylococci.
10032,10033,Is it possible to suffer from hyperthermia by spending too much of time in the hot springs?,2,20457444,Multiple organ failure caused by non-exertional heat stroke after bathing in a hot spring.
10194,10200,Which part of the genome are the developmental sequences of embryogenesis located?,2,20430792,Gene expression atlas for human embryogenesis.
10237,10240,How is the mRNA transported out of the endoplasmic reticulum?,2,21431749,Analyzing mRNA localization to the endoplasmic reticulum via cell fractionation.
10268,10272,observed luminescence in a piece of plaice,2,4780581,
10285,10288,Why in some cells is GTP made in citric acid cycle and in some ATP?,2,15234968,Expression of two succinyl-CoA synthetases with different nucleotide specificities in mammalian tissues.
10364,10384,What is the role of hippo signalling in oral squamous cells,2,20951342,The hippo signaling pathway in development and cancer.
10365,10371,How correlated are proximally related CpG sites in human DNA?,2,19364493,CpG island methylation pattern in different human tissues and its correlation with gene expression.
10407,10415,Accuracy of a particular genetics test,2,19716110,A positive modifier of spinal muscular atrophy in the SMN2 gene.
10409,10449,How essential is vitamin B3 to the diet?,2,15895512,Conversion ratio of tryptophan to niacin in Japanese women fed a purified diet conforming to the Japanese Dietary Reference Intakes.
10413,19997,How do processes of one osteocyte establish contact with processes of the adjacent cells within the mineralized matrix?,2,18424255,Cell-cell communication in the osteoblast/osteocyte lineage.
10413,19997,How do processes of one osteocyte establish contact with processes of the adjacent cells within the mineralized matrix?,2,19248169,Attachment of osteocyte cell processes to the bone matrix.
10605,20307,Osmoregulatory Acclimatization in amphibians,2,1358505,"Anuran amphibia which are not acclimable to high salt, tolerate high plasma urea."
10684,10687,Basic text/notes on DNA structure (for non-biologists),2,16710299,"Topoisomerase II, not topoisomerase I, is the proficient relaxase of nucleosomal DNA."
10774,24577,Fusion of neuron with a S phase cell,2,23087000,Dedifferentiation of neurons and astrocytes by oncogenes can induce gliomas in mice.
10774,24577,Fusion of neuron with a S phase cell,2,1419002,Disrupted cerebellar cortical development and progressive degeneration of Purkinje cells in SV40 T antigen transgenic mice.
10819,10825,Would it be correct to state that any biological difference between the sexes has to be found in the Y chromosome?,2,19828794,The epigenetics of sex differences in the brain.
10887,10889,What is the strength of human cornea?,2,21761419,Sutureless sealing of penetrating corneal wounds using a laser-activated thin film adhesive.
11099,11104,The concepts of relatedness - Hamilton&#39;s rule and kin selection,2,14239792,
11099,11104,The concepts of relatedness - Hamilton&#39;s rule and kin selection,2,17247525,
11099,11104,The concepts of relatedness - Hamilton&#39;s rule and kin selection,2,17247541,
11199,11201,What Freshwater Fish Are Affected By Magnetic Fields,2,19060188,Geomagnetic imprinting: A unifying hypothesis of long-distance natal homing in salmon and sea turtles.
11199,11201,What Freshwater Fish Are Affected By Magnetic Fields,2,23227241,Magnetic alignment in carps: evidence from the Czech christmas fish market.
11199,11201,What Freshwater Fish Are Affected By Magnetic Fields,2,19669766,"Magnetic field perception in the rainbow trout, Oncorhynchus mykiss."
11199,11201,What Freshwater Fish Are Affected By Magnetic Fields,2,15753024,
11199,11201,What Freshwater Fish Are Affected By Magnetic Fields,2,15277551,"Magnetic sense in the Japanese eel, Anguilla japonica, as determined by conditioning and electrocardiography."
11290,12403,Why is the function of lacA (encoding thiogalactoside transacetylase) not clearly understood?,2,4863045,
11290,12403,Why is the function of lacA (encoding thiogalactoside transacetylase) not clearly understood?,2,15123418,Polarity effects in the lactose operon of Escherichia coli.
11290,12403,Why is the function of lacA (encoding thiogalactoside transacetylase) not clearly understood?,2,789355,Thiogalactoside transacetylase of the lactose operon as an enzyme for detoxification.
11290,12403,Why is the function of lacA (encoding thiogalactoside transacetylase) not clearly understood?,2,9671734,Resonating circadian clocks enhance fitness in cyanobacteria.
13525,13535,How to identify active protein in a complex mixture?,2,22341353,"Purification, identification and profiling of serum amyloid A proteins from sera of advanced-stage cancer patients."
13525,13535,How to identify active protein in a complex mixture?,2,21184852,Strategy for purification and mass spectrometry identification of SELDI peaks corresponding to low-abundance plasma and serum proteins.
13547,13557,"Can sugar alcohols, and glycerol in particular, cause intoxication?",2,19514878,Severe glycerol intoxication after Menière's disease diagnostic--case report and overview of kinetic data.
13879,13881,Why is Thermus aquaticus and Taq Pol stable?,2,16815912,Lessons in stability from thermophilic proteins.
14190,14196,Molecular simulations without capping n- and c-terminus of polypeptide,2,8347570,Helix stop signals in proteins and peptides: the capping box.
14190,14196,Molecular simulations without capping n- and c-terminus of polypeptide,2,9514257,Helix capping.
14190,14196,Molecular simulations without capping n- and c-terminus of polypeptide,2,8383512,F-actin capping proteins.
14190,14196,Molecular simulations without capping n- and c-terminus of polypeptide,2,7670375,N- and C-capping preferences for all 20 amino acids in alpha-helical peptides.
14250,14277,How is it decided that one drug is better than others by X times?,2,14954117,
14289,14300,Why are haploid cancer cells not killed by immune system?,2,6953994,Chromosomes and causation of human cancer and leukemia. XLVII. severe hypodiploidy and chromosome conglomerations in ALL.
14289,14300,Why are haploid cancer cells not killed by immune system?,2,3216674,Origin of near-haploidy in malignant hematopoietic cells.
14289,80029,Why are haploid cancer cells not killed by immune system?,2,30062048,Recurrent loss of heterozygosity correlates with clinical outcome in pancreatic neuroendocrine cancer.
14563,14564,Different level of toxicity between smoke,2,8337871,
14568,14605,Are there enzymes found in nature or the man made world that can help break down metals?,2,11206926,Enzymatic oxidation of cadmium and lead metals photodeposited on cadmium sulfide.
14621,14625,Determining whether X chromosome from sperm or egg,2,10205278,Heterogeneous X inactivation in trophoblastic cells of human full-term female placentas.
14693,85197,What is the name of the smallest self-replicating thing?,2,25184563,Systems biology perspectives on minimal and simpler cells.
14749,14761,Connection between genes and pathways,2,15142631,Review of epidermal growth factor receptor biology.
14749,14761,Connection between genes and pathways,2,23320171,"The HER2 Receptor in Breast Cancer: Pathophysiology, Clinical Use, and New Advances in Therapy."
14937,20571,"Does biotin affect downstream experiments, such as RT-qPCR?",2,21325655,Biotinylated probe isolation of targeted gene region improves detection of T790M epidermal growth factor receptor mutation via peptide nucleic acid-enriched real-time PCR.
14966,14976,Maintaining purebred pedigrees and how to lessen chance of getting disease?,2,19207931,A role of the microphthalmia-associated transcription factor in congenital sensorineural deafness and eye pigmentation in Dalmatian dogs.
15121,15126,How usable is the Human Metabolic Model to predict biomass?,2,12432395,Escherichia coli K-12 undergoes adaptive evolution to achieve in silico predicted optimal growth.
15121,15126,How usable is the Human Metabolic Model to predict biomass?,2,15448692,Metabolic gene-deletion strains of Escherichia coli evolve to computationally predicted growth phenotypes.
15150,15156,Do vitamins help our memory?,2,23589432,
15150,15156,Do vitamins help our memory?,2,23690582,Preventing Alzheimer's disease-related gray matter atrophy by B-vitamin treatment.
15150,15156,Do vitamins help our memory?,2,24477002,Antioxidants accelerate lung cancer progression in mice.
15195,77398,Difference between Fulminant and Acute Meningococcemias,2,24104403,Meningococcal disease and the complement system.
15209,20318,Genome Assembly Using Reads,2,20211242,Assembly algorithms for next-generation sequencing data.
15468,15499,Do bacteria with capsular antigen always have a capsule?,2,14726462,Staphylococcus aureus capsular polysaccharides.
15522,15534,How does the telomere repeat sequence vary in Eukaryotes?,2,10560968,TTAGG telomeric repeats in chromosomes of some insects and other arthropods.
15522,15534,How does the telomere repeat sequence vary in Eukaryotes?,2,19104079,Characterization of chromosome ends in the filamentous fungus Neurospora crassa.
15573,15583,Quorum Sensing in Vibrio cholerae,2,21197957,Mechanism of Vibrio cholerae autoinducer-1 biosynthesis.
15611,15622,Do lysogenic viruses only infect bacteria?,2,15044706,Long-term reinfection of the human genome by endogenous retroviruses.
15614,15620,Is it impossible for a retrovirus to be lysogenic?,2,895846,
15632,15636,"Many spermatozoa, but just one ovum",2,24675472,Survivin is essential for fertile egg production and female fertility in mice.
15709,15710,Is it easier to burn a calorie of fat or a calorie of a carbohydrate?,2,20613890,Postprandial energy expenditure in whole-food and processed-food meals: implications for daily energy expenditure.
15897,34625,Real-time PCR result interpretation,2,17373485,Universal reference method for real-time PCR gene expression analysis of preimplantation embryos.
15897,34628,Real-time PCR result interpretation,2,16925017,
15921,15923,Functioning of BRCA2,2,22193408,BRCA1 and BRCA2: different roles in a common pathway of genome protection.
16035,16038,Real time PCR standard curve,2,11328886,A new mathematical model for relative quantification in real-time RT-PCR.
16233,16552,Role of Melatonin in Circadian Rhythm,2,16527442,Melatonin receptors in humans: biological role and clinical relevance.
16233,16552,Role of Melatonin in Circadian Rhythm,2,12628439,Melatonin receptors and their regulation: biochemical and structural mechanisms.
16233,16552,Role of Melatonin in Circadian Rhythm,2,16817850,Melatonin: Nature's most versatile biological signal?
16233,16552,Role of Melatonin in Circadian Rhythm,2,18493248,"Melatonin receptors, heterodimerization, signal transduction and binding sites: what's new?"
16233,16552,Role of Melatonin in Circadian Rhythm,2,18571301,Physiological effects of melatonin: role of melatonin receptors and signal transduction pathways.
16313,16347,How does DNA resolve on size exclusion resin?,2,2568993,Size-exclusion chromatography of DNA restriction fragments. Fragment length determinations and a comparison with the behaviour of proteins in size-exclusion chromatography.
16313,16347,How does DNA resolve on size exclusion resin?,2,19635618,Size exclusion chromatography of plasmid DNA isoforms.
16394,16416,Why is the human body hair not uniformly colored?,2,23016593,Androgen actions on the human hair follicle: perspectives.
16394,16416,Why is the human body hair not uniformly colored?,2,10439260,
16589,16634,List of heritability estimates in humans?,2,23193255,H2DB: a heritability database across multiple species by annotating trait-associated genomic loci.
16699,16713,"Advantage of cup-like shape of blood cells, spores?",2,5411112,
16699,16713,"Advantage of cup-like shape of blood cells, spores?",2,8343620,Effect of red blood cell shape on oxygen transport in capillaries.
16699,16713,"Advantage of cup-like shape of blood cells, spores?",2,16797867,The human erythrocyte has developed the biconcave disc shape to optimise the flow properties of the blood in the large vessels.
16809,56726,Source of information on the evolution of aging/senescence,2,6015424,
16810,16811,Measurement of glucose concentration in the human brain,2,1736294,Direct measurement of brain glucose concentrations in humans by 13C NMR spectroscopy.
16924,16940,Saliva test for Toxoplasma gondii?,2,2768467,"Direct and sensitive detection of a pathogenic protozoan, Toxoplasma gondii, by polymerase chain reaction."
16924,16940,Saliva test for Toxoplasma gondii?,2,1430262,Use of the polymerase chain reaction to detect Toxoplasma gondii in human blood samples.
16924,16940,Saliva test for Toxoplasma gondii?,2,10711675,"Comparison of PCR detection methods for B1, P30, and 18S rDNA genes of T. gondii in aqueous humor."
